OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey,Valu1_OBJECTID,Valu1_aws0_5,Valu1_aws5_20,Valu1_aws20_50,Valu1_aws50_100,Valu1_aws100_150,Valu1_aws150_999,Valu1_aws0_20,Valu1_aws0_30,Valu1_aws0_100,Valu1_aws0_150,Valu1_aws0_999,Valu1_tk0_5a,Valu1_tk5_20a,Valu1_tk20_50a,Valu1_tk50_100a,Valu1_tk100_150a,Valu1_tk150_999a,Valu1_tk0_20a,Valu1_tk0_30a,Valu1_tk0_100a,Valu1_tk0_150a,Valu1_tk0_999a,Valu1_musumcpcta,Valu1_soc0_5,Valu1_soc5_20,Valu1_soc20_50,Valu1_soc50_100,Valu1_soc100_150,Valu1_soc150_999,Valu1_soc0_20,Valu1_soc0_30,Valu1_soc0_100,Valu1_soc0_150,Valu1_soc0_999,Valu1_tk0_5s,Valu1_tk5_20s,Valu1_tk20_50s,Valu1_tk50_100s,Valu1_tk100_150s,Valu1_tk150_999s,Valu1_tk0_20s,Valu1_tk0_30s,Valu1_tk0_100s,Valu1_tk0_150s,Valu1_tk0_999s,Valu1_musumcpcts,Valu1_nccpi3corn,Valu1_nccpi3soy,Valu1_nccpi3cot,Valu1_nccpi3sg,Valu1_nccpi3all,Valu1_pctearthmc,Valu1_rootznemc,Valu1_rootznaws,Valu1_droughty,Valu1_pwsl1pomu,Valu1_musumcpct,Valu1_mukey,coecoclass_OBJECTID,coecoclass_ecoclasstypename,coecoclass_ecoclassref,coecoclass_ecoclassid,coecoclass_ecoclassname,coecoclass_cokey,coecoclass_coecoclasskey
284,1131,95789426,45.512980689999999,-122.714117950000002,.,61773.0000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.6200000,0.4510000,0.0010000,0.5430000,0.6200000,85,94,188,0,,85,61773,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854362,7157103
285,1132,95791236,45.512409503599997,-122.715399479599995,.,61774.0000000,61774.0000000,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363,,12.7500000,25.5000000,51.0000000,79.9000015,21.2500000,1.7000000,38.2500000,55.2500000,169.1499939,190.3999939,192.1000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,3.4000001,17.0000000,25.5000000,85.0000000,127.5000000,130.8999939,85,2197.0000000,3588.0000000,5636.0000000,5354.0000000,3143.0000000,251.0000000,5784.0000000,8176.0000000,16775.0000000,19918.0000000,20170.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,3.0000000,17.0000000,26.0000000,85.0000000,128.0000000,131.0000000,85,0.3960000,0.2430000,0.0010000,0.2670000,0.3960000,85,94,188,0,,85,61774,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854363,7157104
286,1133,95792512,45.517181396500000,-122.691711106300005,.,61841.0000000,61841.0000000,,61841,,50C,"Urban land, 3 to 15 percent slopes",,9.0000000,9.0000000,,,,None,None,0,,,,,,,,,100,8,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,61841,,,100,,Urban land,Miscellaneous area,Yes,,,3.0000000,9.0000000,15.0000000,,,,,,,,,,,,No,,15.0000000,23.0000000,30.0000000,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61841,20854313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,100,61841,,,,,,,
287,1136,95877537,45.527018322700002,-122.578748138700007,.,61846.0000000,61846.0000000,,61846,,52A,"Urban land-Multnomah complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0240000,Not rated,0,1.0000000,61846,,,40,,Multnomah,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,3,56,5,,,,,No,Well drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61846,20854322,,4.0000000,12.0000000,21.6000004,35.4399986,8.0000000,0.3200000,16.0000000,23.2000008,73.0400009,81.0400009,81.3600006,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,0.8000000,8.0000000,12.0000000,40.0000000,60.0000000,60.7999992,40,566.0000000,1699.0000000,1522.0000000,2490.0000000,196.0000000,8.0000000,2266.0000000,2773.0000000,6278.0000000,6474.0000000,6482.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.3180000,0.2240000,0.0000000,0.3310000,0.3310000,40,150,203,0,,90,61846,,NRCS Forestland Site,Ecological Site Description Database,F002XB003OR,Gravelly Terrace Group,20854322,7157181
288,1137,95879069,45.538601232700003,-122.599380025800002,.,61846.1210938,61846.1210938,,61846,,52A,"Urban land-Multnomah complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0240000,Not rated,0,1.0000000,61846,,,40,,Multnomah,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,3,56,5,,,,,No,Well drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61846,20854322,,4.0000000,12.0000000,21.6000004,35.4399986,8.0000000,0.3200000,16.0000000,23.2000008,73.0400009,81.0400009,81.3600006,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,0.8000000,8.0000000,12.0000000,40.0000000,60.0000000,60.7999992,40,566.0000000,1699.0000000,1522.0000000,2490.0000000,196.0000000,8.0000000,2266.0000000,2773.0000000,6278.0000000,6474.0000000,6482.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.3180000,0.2240000,0.0000000,0.3310000,0.3310000,40,150,203,0,,90,61846,,NRCS Forestland Site,Ecological Site Description Database,F002XB003OR,Gravelly Terrace Group,20854322,7157181
289,1138,95991266,45.549554494299997,-122.588627804200001,.,61846.0000000,61846.0000000,,61846,,52A,"Urban land-Multnomah complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0240000,Not rated,0,1.0000000,61846,,,40,,Multnomah,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,3,56,5,,,,,No,Well drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61846,20854322,,4.0000000,12.0000000,21.6000004,35.4399986,8.0000000,0.3200000,16.0000000,23.2000008,73.0400009,81.0400009,81.3600006,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,0.8000000,8.0000000,12.0000000,40.0000000,60.0000000,60.7999992,40,566.0000000,1699.0000000,1522.0000000,2490.0000000,196.0000000,8.0000000,2266.0000000,2773.0000000,6278.0000000,6474.0000000,6482.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.3180000,0.2240000,0.0000000,0.3310000,0.3310000,40,150,203,0,,90,61846,,NRCS Forestland Site,Ecological Site Description Database,F002XB003OR,Gravelly Terrace Group,20854322,7157181
290,1139,95992990,45.538975778100003,-122.600599592699993,.,61848.0000000,61848.0000000,,61848,,52C,"Urban land-Multnomah complex, 8 to 15 percent slopes",,12.0000000,12.0000000,,,,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,,Well drained,,,50,8,50,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0240000,Not rated,0,1.0000000,61848,,,40,,Multnomah,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,3,56,5,,,,,No,Well drained,46.0000000,84.0000000,122.0000000,158,270,23,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61848,20854326,,4.0000000,12.0000000,21.6000004,35.4399986,8.0000000,0.3200000,16.0000000,23.2000008,73.0400009,81.0400009,81.3600006,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,0.8000000,8.0000000,12.0000000,40.0000000,60.0000000,60.7999992,40,566.0000000,1699.0000000,1522.0000000,2490.0000000,196.0000000,8.0000000,2266.0000000,2773.0000000,6278.0000000,6474.0000000,6482.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.2990000,0.2050000,0.0000000,0.3170000,0.3170000,40,150,203,0,,90,61848,,NRCS Forestland Site,Ecological Site Description Database,F002XB003OR,Gravelly Terrace Group,20854326,7157183
291,1140,95995137,45.545412618699999,-122.610398205099997,.,61846.0000000,61846.0000000,,61846,,52A,"Urban land-Multnomah complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0240000,Not rated,0,1.0000000,61846,,,40,,Multnomah,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,3,56,5,,,,,No,Well drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61846,20854322,,4.0000000,12.0000000,21.6000004,35.4399986,8.0000000,0.3200000,16.0000000,23.2000008,73.0400009,81.0400009,81.3600006,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,0.8000000,8.0000000,12.0000000,40.0000000,60.0000000,60.7999992,40,566.0000000,1699.0000000,1522.0000000,2490.0000000,196.0000000,8.0000000,2266.0000000,2773.0000000,6278.0000000,6474.0000000,6482.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.3180000,0.2240000,0.0000000,0.3310000,0.3310000,40,150,203,0,,90,61846,,NRCS Forestland Site,Ecological Site Description Database,F002XB003OR,Gravelly Terrace Group,20854322,7157181
292,1141,96130763,45.580946489500000,-122.573016174100005,.,61809.0000000,61809.0000000,,61809,,33A,"Pilchuck-Urban land complex, 0 to 3 percent slopes",,2.0000000,1.9000000,,,,Rare,Rare,10,2.4800000,4.8899999,9.5900002,14.1199999,Somewhat excessively drained,Somewhat excessively drained,A,,92,4,50,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Good,Good,Very limited,1.0000000,Slight,15,1.0000000,61809,,,5,,Moag,Series,No ,,,0.0000000,1.0000000,1.0000000,,,,,5,38,7,,,,Wooded under natural conditions,Yes,Very poorly drained,0.0000000,3.0000000,6.0000000,,,,flood plains,0.3000000,0.3000000,0.3700000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, mixed, nonacid, mesic Typic Fluvaquents",Entisols,Aquents,Fluvaquents,Typic Fluvaquents,fine,,,nonacid,mesic,,mesic,,,,,,,,N/A,N/A,,,,,61809,20854478,,3.2200000,9.6599998,18.9200001,30.5400009,29.4300003,1.1700000,12.8800001,19.3199997,62.3400002,91.7699966,92.9599991,3.2500000,9.7500000,19.5000000,32.5000000,32.5000000,1.3000000,13.0000000,19.5000000,65.0000000,97.5000000,98.8000031,65,440.0000000,1320.0000000,1405.0000000,1405.0000000,1241.0000000,49.0000000,1760.0000000,2556.0000000,4571.0000000,5812.0000000,5861.0000000,3.0000000,10.0000000,20.0000000,33.0000000,33.0000000,1.0000000,13.0000000,20.0000000,65.0000000,98.0000000,99.0000000,65,0.2650000,0.1660000,0.0540000,0.2730000,0.2730000,50,150,105,1,15,100,61809,,,,,,,
293,1146,96158642,45.518390201099997,-122.714990694199997,.,61782.0000000,61782.0000000,,61782,,20F,"Haplumbrepts, very steep",,60.0000000,60.0000000,,,,None,None,0,3.7500000,7.3600001,14.3599997,21.3600006,Well drained,Well drained,B,,81,7,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Very limited,1.0000000,Severe,1,1.0000000,61782,,,1,,Aquepts,Taxon above family,No ,,seeps,,,,,,,,,,,,,,Wooded under natural conditions,Yes,,,,,,,,depressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inceptisols,Aquepts,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61782,20854428,,6.0000000,18.0000000,34.8800011,56.0000000,56.0000000,2.2400000,24.0000000,36.0000000,114.8799973,170.8800049,173.1199951,4.0000000,12.0000000,24.0000000,40.0000000,40.0000000,1.6000000,16.0000000,24.0000000,80.0000000,120.0000000,121.5999985,80,1057.0000000,3172.0000000,4567.0000000,4229.0000000,4229.0000000,169.0000000,4229.0000000,6344.0000000,13025.0000000,17255.0000000,17424.0000000,4.0000000,12.0000000,24.0000000,40.0000000,40.0000000,2.0000000,16.0000000,24.0000000,80.0000000,120.0000000,122.0000000,80,0.1600000,0.0650000,0.0010000,0.1540000,0.1600000,80,150,214,0,1,81,61782,,,,,,,
294,1148,96253893,45.572490112099999,-122.728009968999999,.,61842.0000000,61842.0000000,,61842,,51A,"Urban land-Latourell complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0160000,Not rated,0,0.1070000,61842,,,40,,Latourell,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,4,56,5,,,,,No,Well drained,15.0000000,69.0000000,122.0000000,,,,terraces,0.2300000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,1,,,1,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61842,20854314,,3.5999999,10.8000002,21.6000004,36.0000000,32.4799995,5.0400000,14.3999996,21.6000004,72.0000000,104.4800034,109.5199966,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,7.1999998,8.0000000,12.0000000,40.0000000,60.0000000,67.1999969,40,392.0000000,1177.0000000,2018.0000000,2061.0000000,1771.0000000,91.0000000,1569.0000000,2353.0000000,5648.0000000,7419.0000000,7510.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,7.0000000,8.0000000,12.0000000,40.0000000,60.0000000,67.0000000,40,0.3710000,0.3110000,0.0000000,0.3780000,0.3780000,40,150,261,0,,90,61842,,NRCS Forestland Site,Ecological Site Description Database,F002XB003OR,Gravelly Terrace Group,20854314,7157177
295,1149,96260488,45.590871967299996,-122.750630043399994,.,61842.0000000,61842.0000000,,61842,,51A,"Urban land-Latourell complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0160000,Not rated,0,0.1070000,61842,,,40,,Latourell,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,4,56,5,,,,,No,Well drained,15.0000000,69.0000000,122.0000000,,,,terraces,0.2300000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,1,,,1,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61842,20854314,,3.5999999,10.8000002,21.6000004,36.0000000,32.4799995,5.0400000,14.3999996,21.6000004,72.0000000,104.4800034,109.5199966,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,7.1999998,8.0000000,12.0000000,40.0000000,60.0000000,67.1999969,40,392.0000000,1177.0000000,2018.0000000,2061.0000000,1771.0000000,91.0000000,1569.0000000,2353.0000000,5648.0000000,7419.0000000,7510.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,7.0000000,8.0000000,12.0000000,40.0000000,60.0000000,67.0000000,40,0.3710000,0.3110000,0.0000000,0.3780000,0.3780000,40,150,261,0,,90,61842,,NRCS Forestland Site,Ecological Site Description Database,F002XB003OR,Gravelly Terrace Group,20854314,7157177
296,1150,96264266,45.533093476300003,-122.806887030599995,.,61513.0000000,61513.0000000,,61513,,45B,"Woodburn silt loam, 3 to 7 percent slopes",,5.0000000,5.0000000,,64,81,None,None,1,5.0100002,9.9899998,19.8999996,29.8899994,Moderately well drained,Moderately well drained,C,2,85,2,85,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0450000,Moderate,1,1.0000000,61513,,,1,,Dayton,Series,No ,,,0.0000000,1.0000000,1.0000000,,,,,3,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.3000000,0.3000000,0.3700000,10.0000000,11.0000000,12.0000000,1016,1143,1270,,,,165,188,210,4,w,,4,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61513,20855541,,8.6099997,25.8299999,51.5000000,85.2099991,85.9000015,3.4400001,34.4399986,51.6599998,171.1499939,257.0499878,260.4899902,4.3000002,12.8999996,25.7999992,43.0000000,43.0000000,1.7200000,17.2000008,25.7999992,86.0000000,129.0000000,130.7200012,86,1266.0000000,3798.0000000,6331.0000000,3643.0000000,872.0000000,35.0000000,5063.0000000,7595.0000000,15038.0000000,15910.0000000,15945.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,86.0000000,129.0000000,131.0000000,86,0.8700000,0.7510000,0.0010000,0.8230000,0.8700000,85,150,300,0,1,86,61513,,Forage Suitability Groups,,G002XY006OR,Poorly Drained,20855541,7158384
