id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
86733691,Mon Jul 12 2021 09:33:47 GMT-0700 (PDT),2021-07-12,2021-07-12 16:33:47 UTC,Pacific Time (US & Canada),1762295,pdxmat,2021-07-12 16:36:32 UTC,2021-07-12 17:07:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86733691,https://inaturalist-open-data.s3.amazonaws.com/photos/142933479/medium.jpg,,"","",1,0,false,3,"SW Barrow Ln, Portland, OR, US",45.5133719137,-122.7195891503,6,,,,6,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Medium (can wrap arms around trunk),Other,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Area is flat (e.g. field),No,This is the first time I have seen this tree,10,Yes,""
86735676,Mon Jul 12 2021 09:46:34 GMT-0700 (PDT),2021-07-12,2021-07-12 16:46:34 UTC,Pacific Time (US & Canada),1762295,pdxmat,2021-07-12 16:49:38 UTC,2021-07-12 17:07:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86735676,https://inaturalist-open-data.s3.amazonaws.com/photos/142936639/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5135385243,-122.7194133521,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Medium (can wrap arms around trunk),Other,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Lower slope,No,This is the first time I have seen this tree,10,Yes,""
86737269,Mon Jul 12 2021 09:58:11 GMT-0700 (PDT),2021-07-12,2021-07-12 16:58:11 UTC,Pacific Time (US & Canada),1762295,pdxmat,2021-07-12 17:00:50 UTC,2021-07-12 17:07:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86737269,https://inaturalist-open-data.s3.amazonaws.com/photos/142939623/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5136622377,-122.7193925957,5,,,,5,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Medium (can wrap arms around trunk),Other,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Lower slope,No,This is the first time I have seen this tree,10,Yes,""
86796350,2021-07-12 13:02:29,2021-07-12,2021-07-12 13:02:29 UTC,UTC,4243798,poultrypalace,2021-07-13 00:25:59 UTC,2022-03-28 00:38:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86796350,https://inaturalist-open-data.s3.amazonaws.com/photos/143049082/medium.jpeg,,"",,1,0,false,2,"Douglas County, US-OR, US",43.5638338641,-123.3908069506,9,,,,9,,open,false,,,,Douglas,Oregon,United States,Oregon,Douglas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Small (can wrap hands around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,,Lower slope,No,This is the first time I have seen this tree,,Yes,"Tree had been ""horned"" by a deer but was healing from the damage to the lower trunk and did not display any ill effects of this damage other than bark missing from the trunk."
86808849,2021/07/10 1:12 PM UTC,2021-07-10,2021-07-10 13:12:00 UTC,UTC,2015364,jey42,2021-07-13 02:40:36 UTC,2021-09-07 16:09:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86808849,https://inaturalist-open-data.s3.amazonaws.com/photos/143072415/medium.jpeg,,"","",1,0,false,,"Port Alberni, BC, Canada",49.2729466715,-124.7871085529,2,,,,2,,open,false,,,,Alberni-Clayoquot,,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Medium (can wrap arms around trunk),Suburban,Inside a forest canopy,"Medium (moderately used trails, etc)","Wetland, lots of water",,Riverbank,No,This is the first time I have seen this tree,30,Yes,Community park within the city with well used trails. This tree was right next to the creek in a ravine.
86808859,2021/07/10 1:24 PM UTC,2021-07-10,2021-07-10 13:24:00 UTC,UTC,2015364,jey42,2021-07-13 02:40:40 UTC,2021-09-07 16:09:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86808859,https://inaturalist-open-data.s3.amazonaws.com/photos/143072741/medium.jpeg,,"","",1,0,false,,"Port Alberni, BC, Canada",49.2730333333,-124.7873816667,,,,,,,open,false,,,,Alberni-Clayoquot,,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Other (please describe in Notes),No,1-29% of the canopy is unhealthy,Not sure,0,Not sure,No selection,Large (too big to wrap arms around trunk),Suburban,Inside a forest canopy,"Medium (moderately used trails, etc)","Wetland, lots of water",,Riverbank,No,This is the first time I have seen this tree,30,Yes,"Community park with well used trails. This tree was right next to the creek in a ravine. Mix of dead branches and thin canopy at the bottom of the tree, canopy gets fuller and thicker towards the top. Not sure if it's unhealthy, or if this is just normal branch dieback due to mature stand with tall trees and crowded upper canopy. Mix of Douglas Fir and Cedars. Majority of cedars in the immediate area are of similar size and condition (thin canopy/dead branches at the bottoms, full canopy at the top). Over 10 in similar condition nearby."
86898029,2021/07/10 3:40 PM UTC,2021-07-10,2021-07-10 15:40:00 UTC,UTC,2015364,jey42,2021-07-13 20:11:38 UTC,2021-09-07 16:09:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86898029,https://inaturalist-open-data.s3.amazonaws.com/photos/143232550/medium.jpeg,,"","",1,0,false,,"Port Alberni, BC, Canada",49.2735383333,-124.7919983333,,,,,,,open,false,,,,Alberni-Clayoquot,,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),Maybe,60-99% of the canopy is unhealthy,4-6,80,"Yes (please elaborate in Notes, add Picture if possible)",Multiple factors (please describe in Notes),Small (can wrap hands around trunk),Suburban,Inside a forest canopy,"Medium (moderately used trails, etc)","Wetland, lots of water",,Riverbank,No,This is the first time I have seen this tree,60,Yes,"Community park within the city, well used trails. Tree is right by the creek in a ravine. This is several trunks emerging from an old larger fallen tree trunk. Ranging from small enough to easily wrap hands around to just slightly too large to wrap hands around. Mostly dead and mossy, one living branch that I could see, with foliage turning brown. Human damage also present (chopping, nails). Other cedars in the area mostly have thin canopy but are still alive, a few might be dead (last few photos in the observation)."
86907436,2021/07/10 4:37 PM UTC,2021-07-10,2021-07-10 16:37:00 UTC,UTC,2015364,jey42,2021-07-13 21:24:58 UTC,2021-09-07 16:09:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86907436,https://inaturalist-open-data.s3.amazonaws.com/photos/143249016/medium.jpeg,,"","",1,0,false,,"Port Alberni, BC, Canada",49.273585,-124.793965,,,,,,,open,false,,,,Alberni-Clayoquot,,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,Maybe,tree is dead,1,20,Not sure,No selection,Medium (can wrap arms around trunk),Suburban,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,,Lower slope,No,This is the first time I have seen this tree,90,Yes,"Community park within city, well used trails. This tree was further away from the creek. Tree is dead, but likely only recently, still has some dried out foliage on it. One nearby tree with recently dead lower branches, maybe 5 others in view that are healthy."
86907438,2021/07/10 4:44 PM UTC,2021-07-10,2021-07-10 16:44:00 UTC,UTC,2015364,jey42,2021-07-13 21:24:58 UTC,2021-09-07 16:09:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86907438,https://inaturalist-open-data.s3.amazonaws.com/photos/143249331/medium.jpeg,,"","",1,0,false,,"Port Alberni, BC, Canada",49.2739533333,-124.79358,,,,,,,open,false,,,,Alberni-Clayoquot,,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),Maybe,60-99% of the canopy is unhealthy,More than 10,50,"Yes (please elaborate in Notes, add Picture if possible)",Multiple factors (please describe in Notes),Large (too big to wrap arms around trunk),Suburban,Inside a forest canopy,"Medium (moderately used trails, etc)","Wetland, lots of water",,Floodplain or valley bottom,No,This is the first time I have seen this tree,90,Yes,"Community park within city. Well used trails. Tree is near creek in a ravine. Top half fully dead, lower half thin and some foliage turning brown/drying out. At least 10 others in similar condition within sight, but that's only about 1/2 of the cedars there. Some seem full and healthy. Tree has a strip of bark missing (old, healed), and I see ants and lichen(?) on the trunk (see related observations)."
86923184,2021/07/11 6:02 PM HST,2021-07-11,2021-07-12 04:02:00 UTC,Hawaii,1762669,brnhn,2021-07-13 23:47:02 UTC,2021-07-22 15:28:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86923184,https://inaturalist-open-data.s3.amazonaws.com/photos/143270813/medium.jpeg,,"",,1,0,false,,"Clackamas County, OR, USA",45.2848444444,-121.878625,4,,,,4,,open,false,,,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,0,No,,,,,,,,,,,,,
86994138,Sun Jul 11 2021 11:10:37 GMT-0700 (PDT),2021-07-11,2021-07-11 18:10:37 UTC,Pacific Time (US & Canada),4726109,cberg,2021-07-14 15:46:25 UTC,2021-11-16 19:45:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/86994138,https://inaturalist-open-data.s3.amazonaws.com/photos/143409012/medium.jpg,,"",Dead,0,0,false,3,"NE South St, Suquamish, WA, US",47.7296033333,-122.5563883333,65,,,,65,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,"",Thuja plicata,western redcedar,Plantae,48252,Tree is dead,No selection,tree is dead,0,20,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
87029308,2021-07-14 11:52:15,2021-07-14,2021-07-14 18:52:15 UTC,UTC,2823934,raduscurtescu,2021-07-14 20:04:36 UTC,2022-01-23 23:05:14 UTC,research,,https://www.inaturalist.org/observations/87029308,https://static.inaturalist.org/photos/143468449/medium.jpeg,,"",,1,0,false,2,"North Vancouver, BC V7H, Canada",49.320287,-122.9941271,,,,,,,open,false,gps,gps,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',Not Sure,1-29% of the canopy is unhealthy,0,0,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),No selection,This is the first time I have seen this tree,,No preference,""
87195425,2021-07-15 13:31:32,2021-07-15,2021-07-15 13:31:32 UTC,UTC,2823934,raduscurtescu,2021-07-15 21:45:22 UTC,2022-01-23 23:05:09 UTC,research,,https://www.inaturalist.org/observations/87195425,https://static.inaturalist.org/photos/143718335/medium.jpeg,,"",,1,0,false,2,"North Vancouver, BC V7G 2S7, Canada",49.3188659722,-122.9743739722,,,,,,,open,false,,,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Yellowing Canopy,Not Sure,30-59% of the canopy is unhealthy,2-3,50,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),No selection,This is the first time I have seen this tree,10,No preference,""
87621560,Sat Jul 10 2021 10:14:27 GMT-0700 (PDT),2021-07-10,2021-07-10 17:14:27 UTC,Pacific Time (US & Canada),500327,jmhulbert,2021-07-18 21:21:09 UTC,2022-02-17 06:00:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87621560,https://inaturalist-open-data.s3.amazonaws.com/photos/144480995/medium.jpg,,"","",1,0,false,3,"N Waterfront Dr, Tacoma, WA, US",47.30458,-122.5161533333,4,,,,4,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),No,1-29% of the canopy is unhealthy,1,20,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),Yes (please identify other species in notes),This is the first time I have seen this tree,25,No Selection,Unhealthy nonnative walnut nearby
87625497,Sun Jul 18 2021 12:14:03 GMT-0700 (PDT),2021-07-18,2021-07-18 19:14:03 UTC,Pacific Time (US & Canada),4230019,tracys29,2021-07-18 21:49:37 UTC,2021-12-10 21:55:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87625497,https://inaturalist-open-data.s3.amazonaws.com/photos/144487959/medium.jpg,,"","",1,0,false,3,"Green River Trail, Kent, WA, US",47.3724466667,-122.2552033333,4,,,,4,,open,false,,,Kent City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)",0,0,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Medium (can wrap arms around trunk),Suburban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Riverbank,No selection,No selection,2,Yes,This tree is on the land side of the Green River Trail adjacent to a large apartment complex
87674507,2021/07/18 12:54 PM UTC,2021-07-18,2021-07-18 12:54:00 UTC,UTC,2015364,jey42,2021-07-19 04:56:19 UTC,2021-09-07 16:09:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87674507,https://inaturalist-open-data.s3.amazonaws.com/photos/144575846/medium.jpeg,,"","",1,0,false,,"Nanaimo, BC, Canada",49.2925483333,-124.5010883333,,,,,,,open,false,,,,Nanaimo,,Canada,British Columbia,Nanaimo,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Small (can wrap hands around trunk),Other,Other,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),Yes (please identify other species in notes),This is the first time I have seen this tree,60,Yes,"Small 2nd growth cedars in a young cutblock. All healthy. Can just wrap hands around trunk. Douglas Fir dominant with minor cedar component to stand. Some pines as well. Lots of shrubs (Rubus spp., rose spiraea, rose, fireweed, twinberry honeysuckle, etc). Flat area, sandy soil. I've seen a few Douglas Fir and at least one White Pine that have fully red foliage and are dying, needles falling off within the overall cutblock."
87733728,Mon Jul 19 2021 09:47:15 GMT-0700 (PDT),2021-07-19,2021-07-19 16:47:15 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,2021-07-19 16:49:47 UTC,2021-12-10 21:56:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87733728,https://inaturalist-open-data.s3.amazonaws.com/photos/144679771/medium.jpg,,"",Urban forest downtown Seattle.   ,1,0,false,3,"Yale Ave N, Seattle, WA, US",47.6204866667,-122.3300866667,19,,,,19,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",1,5,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,No selection,No selection,No selection,"",No Selection,""
87779139,Sun Jul 18 2021 13:28:19 GMT-0700 (PDT),2021-07-18,2021-07-18 20:28:19 UTC,Pacific Time (US & Canada),1762669,brnhn,2021-07-19 22:26:58 UTC,2021-07-21 21:48:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87779139,https://inaturalist-open-data.s3.amazonaws.com/photos/144758433/medium.jpg,,"","",1,0,false,3,"Mt. Hood Park Division Recreation Area, Rhododendron, OR, US",45.293005,-121.880355,11,,,,11,,open,false,,,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,,,,,,,,,,,,,
87813195,2021/07/18 3:48 PM UTC,2021-07-18,2021-07-18 15:48:00 UTC,UTC,2015364,jey42,2021-07-20 04:19:22 UTC,2021-07-21 05:55:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87813195,https://inaturalist-open-data.s3.amazonaws.com/photos/144821867/medium.jpeg,,"","",1,0,false,,"Nanaimo, BC, Canada",49.2864516667,-124.5129466667,,,,,,,open,false,,,,Nanaimo,,Canada,British Columbia,Nanaimo,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,No,No selection,Small (can wrap hands around trunk),Rural,Inside a forest canopy,"Medium (moderately used trails, etc)","Wetland, lots of water",,Area is flat (e.g. field),Yes (please identify other species in notes),This is the first time I have seen this tree,120,Yes,"Understory cedar in mostly alder stand, some Douglas Fir. Beaver ponds and streams nearby. Cedars seem healthy. In the larger area I have seen a few individual dead/dying trees with red foliage loosing their needles (Douglas Fir and pines). Lots of blowdown in the immediate area."
